labels	text
1	i am so hungryyy :\ could do with some pizza! people buy and share
1	permission granted
1	i have noticed the same problem. and all this time i thought only my words didn not reproduce by themselves!
1	good point. will be nice if they actually pull it off, though
0	ah i hate stupid drama. sometimes i wish no of us ever got together so we wouldnt hurt each other stupid!.other than that, great da .
1	if not then im sure we can make one
1	listening to my track, &quot;this country boy can rock,&quot; on cool country world radio!
1	pwidi rin. house music.
1	can not wait for lunch! hmmm.i wonder what.
1	have fun poolie!
0	url is not working
0	i love someone who has fallen out of love with me. she is now in love with another man with no intentions of wanting me back. (via #ze .
0	hi peter! do you have a blog too :o! long time no see i miss your hilarious wayyssssss hahahaa
1	look for the dirtiest &amp; oldest building that has the most cars. and then go there. you can not go wrong with those in texas
1	had a great sunday.reeling from the time spent with friends and their baby.
1	well its not a waste of time for you and your sis so party on dude
1	i loved your video laura!
0	crap. i think i am getting sick. looks like i am not getting out of bed anytime this weekend other than to go to work. moviethon in bed!
1	up very early for a saturday, on my way to coffee bean for a tea latte
1	people are gheyyyyyy. except jing.
1	wew today was super crazy lol
1	back from the block its looking heeps good
1	hurray.now level 10 at bubbletown!
1	bought bride wars and the katy perry cd = made my day
1	11 days and my es true. i wanted this since i was 5. stoked.
0	oh god. i don not even want to think about it. :'( don not know how i am gonna do this. less than 2weeks left!
0	i haven not read it either.
0	i is in socialll sucks! 3 hours in this stinkin classs!/!!
0	gonna get some real life right now. bye bye love you all, love you so much , you are my favorite for everrrrrr
0	my mp3 player died
1	me,too! it will represent my honor
1	morning all - coffee and getting stuff ready for today
0	jealous of everyone that is @ bamboozle this weekend !
0	so jealous! where in los angeles! i envy you! i want to live there
1	roma is track is nice, like it.kind of came across it today listening to my winamp music. music is very gentle!
0	man! and i thot they wud be out with 3g by the end of june high time i stuck to only one internet connection!
0	both of you haven not signed mine yet! mine is stll in my locker
0	can not hear, too close to speakers at the gig
0	it is amazing how quickly things change, i am now being beaten by 55.
1	we are just going out to pick them up, can not wait!
0	i have to be up by 5 am to get ready for the 4 mile run for charity over the coronado bay bridge tomorrow. i forgot.
0	i feel your pain. my tires will not stay pumped.
1	very fun.had a blast.
0	they did a fabulous set but didn not make it. was still a great night, though. how is your weekend going!
0	nooo ! y do u have 2 be so cruel
0	ha, i couldn not run across the street
0	i think the novelty of omaha has finally worn off. being beaten by quads is no longer funny instead it is just plain gay.
1	#pman #pman #pman #pman #pman but thats not the point peter, i am on a applescript mission dont wa.
1	you don not have a real reason to think they are gay! your just mad that taking back sunday is better than you.
1	has an air conditioner in her car finally of course it would get done the rainest week ever when i don not even need it! lol.
0	i agree with u dave the mini cans are great and never go flat. don not understand how they can be same price though
0	definitely. that is so sad! i really wish you all the best. *hug*
1	wooh! the lakers are the western conference champions ! with a 119-92 win over the nuggets in game 6.!
1	graduation dinner i love my grads!
0	esp on a monday
1	sims es out tommorrow!
1	small things make big difference. complex simplicity. completely underappreciated area
1	uhmm, not sure if i want everyone to see me without a shirt :/ i will jiggle. but yeahhh i e for you!
1	just finished extreme tutoring tasha, sore throat later soothed by sweet sweet rockstar
1	my imagination. im gonna imagine you hopping a really high fence and falling over and over again
1	oh jeez ! i just pray you are joking here - you are honestly scaring the shit out of me
1	i changed my username.
0	first meeting far from home at 8.30am.too hard to start a monday like that
0	hopes she can memorize the procedures for tomorrow is ret dem.
0	broken link so simply enter the following in wolfram alpha: sin(x)=2sin(y) , tan(x)+tan(y)=2, 0&lt;x&lt;pi/2, 0&lt;y&lt;pi/2
0	having bad day
1	now that is a great post title-- very catchy
1	wow chat in facebook 4th june wow soo happy i love jonas and mr president
1	it feels like we spent two years at the grocery store!
1	yes, that pletely wrong!
1	sending losta love ur way ddub. we need more luvin out here in miami
0	got a 3 hour power nap &amp; now can not sleep so i shall eat candy. mmmm
0	would like to go running, but she doesn not have shoes with her.
1	on ma way 2 church!
0	fuck im hungry. why dont they have oreo shakes strawberry smoothie i guess
0	history class =\\ blahh i got my phone taken away
1	i also voted for her.
1	is over the moon. the scum (west brom) have been relegated!
0	had a 12inch sub! feelin lazy after tat.
0	cant think of any bos
0	needs a full body massage
1	watching recess with coby then lunch with my parents.then another lunch date with babydaddy! *shrugs*
0	omg. that is awful! even when i got plastic dinosaurs i didn not do that (((((hugs)))))
0	in traffic onda 91 fwy at 11pm , smh
0	i would rather be working me needs monies ;_;
0	i need some snugs and this cat ain not cuttin it. - /!ei2uwq
1	re: speakin to usa. just wait til you are performing over there
1	now i am done! good nite
0	today is ok i miss my woman and im going to my grandparents fun fun happy fathers day dads
1	저�!� 방금 구루님글보고 follow 했습니다
0	its 3:30 am and im not tired bc im too busy getting sick left and right. fucking a
1	e to the college of !
0	apparently i am a bat and apparently chris doesn not need me!
0	away to work
0	i want to live closer to hilsborough
0	iphone 3.0 jailbroken! 但未有iacces
0	ugh i totally want but i am broke til friday.
1	currently waitiinq for daddy kalii to briinq me sum food
1	deff shane your pic is great.
0	sorry to leave u hangin ms t.got busy.i am not a wine expert but as far as calories red is the least.stay away from dacquri.sugar
0	no power. it is hot &amp; dark.
1	yeah right
0	my phone is broken ugh! this equals anger &amp; confusion
1	touched by the gifts received, time will put the smiles back on our faces once again from the bottom of my heart, thank you!
0	just bought tweetie on iphone, big dissapointment still in manc!
0	i am sorry, bb, but i gotta go. so tired, plus my daddy just yelled at me. ily :k
1	any one know how to get partner status at you tube! 10 mins is never long enough
0	the cold front hasn e our way yet. fever was 102.8 this morning.
1	just got off the phone with my boy, can not wait to go party it up with him in b'ham!
0	pak! why are you feeling down!
1	! is a home rennovation show. the mrs. and i enjoy watching it to get ideas for our next home
1	thanks - glad you liked reading the article.
0	can not do 7 feathers tomorrow.
0	really wish i could afford to see you in concert in melb. have been waiting since u released your first single. maybe next time
0	i know. i have been there. i just don not want to be reminded coz i am slightly jealous!
1	just arrived at school traffic was terrible! english &amp; history trimesters then off for 2 weeks
0	sunshine is hiding behind the clouds
1	you also have to love it when emilio estevez has that dancing thing.
0	my mac has awoken from its week a! i have lost all photos since christmas though
0	the doc said must cut down on my lifestyle, i need to do more things that normal humans do. what do normal people do!
0	bleh. so bored. it is lights out but i can not sleep
0	nope - i know she lives in thembisa but i don not know where - i dont know any family or friends. i don not even know if she is legal
1	7 more days and thenn its summmmmmertime ahhhhh &lt;3
0	in bed today. sick.
0	~ bad writing follows the bad grammar. be is not conjugated as i be, we be, they be ~ the kids use that all the time!
0	my nails r pink, sky is blue, grass is green(ish) darcys ear is red (again vet time) and i am content + cheerful (hear that contractor!)
0	oh my what am i going to watch while i have my dinner tonight.no bgt
1	as long as i am with at least one person that i know, i am happy
0	teasee
1	the big 01! sounds like a good day
0	average weight of ppl has gone up by 12kg, but my weight is only abt 6kg more than what it should be. does that mean i am below normal!
1	picher! no. picher! no. piiiiichher! no. picher picher picher picture! there we goooo
0	i`m looking for a job as a english/spanish translator in england, spain or america, but doesn`t` know where to start looking.
0	at tonights show a 5 year old asked me for &quot;halo&quot; by beyonce. a great song, but alas, one i don not know how to play
0	still got work to do #fb
0	erm, i am busy tonight. sorry
0	not really no i am not okay. wat did i do!!
0	are u serious! well i am sure hes ok girl but ima pray still
0	bad tiemz
1	well then, that imac is a huge upgrade for ya! enjoy it i am still jealous.
0	i miss my baby why isn not he calling me!
0	prom tomorrow! without maryss
1	just got 2 new clips for my gun no one wants to run out of ammo in the heat of battle!
0	lol, for a second i thought inverness would be having winter again lol, and yeah youtube is being a pain today, no idea why
0	finally got to touch up my hair. woot! woot! unfortunately i had to pay this time i miss working salon side
1	now you are. i have to teach a lesson tomorrow afternoon but i should be ready to do something by 7ish.
0	sitting at home alone
0	i need to print 506 pages today it might take a while.
0	i dont want to go to the new school!
1	excitedly planning a bachelorette party!
1	there is enough to go around.lmao.and the rest of the shoot is gorgeous as well.
1	thank you! it was yummy
0	i want to go to your concert but you are eing close to my town
0	if i could make it to san francisco i would go
0	lauren! i miss ya too! i pretty hate being soo far from everyone.effin' mount vernon
0	the worst earthquake i have ever felt shit i got scared.
1	i have so much revision to do
0	fuuuck i hate allergies/cold/flu/whateverthehell this is
0	i am so late
1	i am actually not familiar with your music, but i will check it out!
1	packing for disneyworld!
0	i miss @ replies. now i feel like i am creeping my tweeps if i click on their pages. #twitterfail #fixreplies
1	true . well thank u i looked up those versus
0	yeah but i can not follow anyone else
1	lunch for me and i was so hungry i ate it already at 10:30am. just grabbing coffee now
1	deff keep doing your thing! i like
0	too short! i will have to upload a pic. it is a decent haircut.just doesn not look like him at all!
1	ive been hulu'ing the past several hours
0	just out of bed hungover again
1	you are the champion, my friiiieeend! you keep on fiiiiighting til the end! so proud of you
0	; i am more or less stuck in hibernation until i get a job. no money to get into the city
0	omd. i cried so much over that film! i even cried while reading the book. brilliant story.
0	no betta nest i think despite the heater it gets too chilly at night
0	what up baby! sucks about your team
1	a fur coat.lol i would never wear a fur coat
0	gonna have to watch the e3 conference once i get back from work wish i coulda been there this year.
1	ok, now i get it. i don not like it either (not that i e across that kind of action very often.)
1	thanks for the suggsestions! ill have to check them out,
1	there are a lot of new ideas i want to write down, now. *excited.
1	sortin out my twitter account
1	not really amused my laptop cut out near the end of slither last night. just had a baked potato salad, me and them are besties
0	oh that sucks but at least it is not 39 degrees anymore. i hope you will get better soon, love.
0	that story has put me off my breakfast / lunch / dinner
0	get out whilst you still can! playing the music hall tonight! you were sold out over a year ago when i wanted tickets
1	olhaa, the sims 3 nos trending topics. legal.
1	thank god he gave me another day to live g amorning twitter.!
0	really! people say i looked doped all the time
1	im having a lazy day . . . been in my pj is all day making my scrap book !
1	i feel a lil better thanks. how have u been btw!
1	just amazing! they know no concept of time, obviously
1	well what would you have done! ha. two decent people in perth. there ya go
0	has kinda given up on twitter.sorry guys
0	90 e-mails in my inbox. sorry guys gotta go to school i will check them when i get back
0	sitting in bed doing homework. angry and sad about some things
0	my life bout to change tomorrow y'all
1	hmm. i believe u r still nt too old.
0	it is only thursday! feels like friday.
0	another nightmare hey i am not gonna cry, not gonna cry.
1	have fun at the turtle release! take lots of pics and please share them! maybe i can be at the next one!
1	i cannot believe you guys covered katy perry! it was actually really good so congrats
0	ahaha, i would never wear lotion here. like you said, i would sweat it off in an instant. there is no way to fight it.
1	jus woke up, had a massive headache last nite but now its gone
0	in fortaleza with a flue
0	i am. why can not i get a profile pic to upload! it just shows as a big x.
0	sittin at dads.freezing my ass off! this sucks.bc i miss him
0	omg listen to turn right now!
1	&quot;out greatest glory is not in never falling, but in rising every time we fall.&quot; confucius.
1	aww that is devotion! i am so excited!
1	also. i pletely off my face!
1	lamb and rice breaking my red meat rules because i had a pregnant chick craving for it lol. plus it was leftover, and so easy
0	another looong day in school tryin to get rid of some of this work stil got my house to clean &amp;:s
0	my weekend is going well. thanks for asking hate that it is almost over
1	this place is sooooo freakiiing cooool!
1	heheh yea, great show wasn not it wurzel had character in abundance ;)
1	#bgt aidan was fantastic - petition is gonna be tough tonight xxx
0	now we are in the bus, then get into the train, arrive at gambir, and bye.
0	i have e one of those pathetic girls that feel lonely without their boyfriends hahaha i miss josey already!
0	i just realized i have been mad at someone for a couple months for not only a stupid reason but it never happened me fail
0	doing maths tuition work now. dont think i will finish. -
0	a i can not this saturday my dad said we have plans.
1	watching the sounders game
1	yep! see you then!
0	good luck with the new job. i don not think touch media has anything to offer stuff
0	wow i don not like razor burn
1	oh man! okay okay love you! goodnight!
0	can not believe my reader of the week only got ments. that is terrible!
0	won tickets to see the jonas brothers (: .but of course i can not go
0	hand hurtin like a beeyatch. shoulder aching like a broken &lt;3. when will it stop! stoopid ulnar nerve dmg / dissertation
0	stupid churros stand! there is no seller! so now i have to buy at auntie anne is
1	eating dinner with mi familia
0	i am still just getting the dang tweets online.not on the phone
0	had a nice day today watching toy story and shrek on the big screen.a little upset im not going to be seeing matt for about 2 weeks
0	sorry about all the tweets
1	can plan my day ya know thats all so guess ill jsut check in see whats good im not mad but i cant live not knowin my day.
0	give me a time and i will be there babe
0	oh yeah and i miss more than anything.
0	didn not get done what i planned to plish today. must have been all those naps. so tired all day now gotta get up early tomorrow
0	dammit, no star trek in japan until the 29th. it continues to elude me
1	wow! really good picture, i think in ur other life u were photographer, for real, u take great photos
1	you may have seen it already, but just in case, the twitterific update is in the apps store and all is right again
0	yes. i know. i felt so sorry for the poor chap bad day
1	how about the movies too after the zoo! i hope you are having a nice day with your family
1	yeah, i am talking about you! no, not really. but maybe.
1	you know i am.
0	hey! i have been so busy with the final tests.but i am done with it finally! and u! i know.we haven not talk in a while
1	has alice over but she is off in a min then ing back, woohoo
1	hi i have just watched changeling it was amazing and touching, you played the mother fantastic you are so gifted xx
0	i wanna more greek.
1	#bbc ever wonder about malware and your cellphone! number of malware signatures for pc in 2008 - 1m. number for smart phones 6. wow
0	i want a sunstorm plushie. i want money. i want loan, i want a lot of things. *curls up*
0	wanna go for a walk with my son but looks like it starts raining soon
1	am on fire
0	i reeboted it like 5 times, now it is working, perhaps the connection in my apartment isn not good
1	twitter, i have missed you! no internet the whole weekend, and twitterific decides to break down on me.had a good weekend otherwise
0	gotta sleep, and then off to work
1	well as a guitar player who would cherish a work of art like that it sickens me and worse! thanks miserating with me!
0	i googled up remedies for jonzing and reading was one of the suggestions. therefore i am now reading angels and demons. it is pretty bunk
1	i haven not got any insanely good ones as yet - been too busy flogging them to you lot
0	i am in downtown fullerton bar hopping haha so funn! wish you bitches were all 21
1	ironing suits for tonight and this weekend! bruahhh
0	sorry jake, there was no room in that message for attribution.
1	cool site thanks to ! /
1	yum yum eating out for lunch and dinner thank you mod
0	yeah. sorry about that the twitter app. i used, the demo ver. expired just a few days ago, and i really should pay 4 it
1	my coriander plant has flowered, produced lovely little green seed pods and they are going in my soup yummy!
0	your b-day gift for sarah isn not going to work - devin says that is what jason is getting her.
0	i think that of all things to be super strict about, the time at which you stop serving breakfast on a sunday should not be one of them
0	i am on my own at school, with maths next and a cracking headache at least we have got a party in maths next!
1	so jealousssss. i love you though
1	lol.your so e, i will always be on the side of decadence and pleasure. united we stand
0	i am not sure! it is a possibility! idk whos going yet cept michael and syd
0	rly wanna go 2nd miley date but its all sold out cos im not going away now cos jess is working all christmas
1	- i love my black hair
0	checking out css3 / so much cool stuff i wont be able to use for many years
0	yes! she should have been nominated for more
1	watchin cheesy lifetime movies (gotta love em) while 4 little crack monkeys run around my house. life is grand.
0	i will miss you boo!
0	in college doing nothing!
0	oh ight, i feel u. so u had to take time off from school i take it. that sucks
0	by well, i mean not good
1	right, am off to dig baby out of dust mountain under coffee table, and untangle her puter cables.
0	gear from medieval merchant posted yesterday minus the bracelet - boooo
1	great talking to you too! did the edgewater lose the reservation! i like the marriott anyway--i expect animal heads @ edge
1	- oh! bro! i got cod4 for teh peecee if you want to play some time!
0	sometimes i wish my obsessive tendencies were more productive. but sadly, they are not.
0	pic of the damage to the car i hate people who speed.
1	insomnia!
0	i am ready for my day to be done!
0	i am very sad that i have had to take my eyebrow ring out, but the scar is already quite bad so it had to go i miss it already.
0	thinking of getting my hair cut like this -my long hair is too hot for the summer
0	my string broke the day before mt hermon.
0	sleeping. stupid work tomorrow
0	&quot;money for aig&quot; watch out aig is now 21st century insurance. they did a little name change to fool people
1	yea that would be cool.send it to him sure!.i cyant wait to hear ur thought.she is my baby!
0	i am sorry to hear that! i hope you get better asap.
0	lol bless, i was asleep until someone boy rang me. and i couldnt go bck to sleep after xx
0	has had to reboot her laptop to factory settings, losing everything in the process.
0	super super pissed at core data right now. only way to guarantee an entity is child-entities inherit a method is to subclass *all* of them
1	so very tired! need coke
0	is gutted. her sims 3 game decided to freeze a player and so i lost a character
0	yeah. evil ! i know.
0	i look like dianna ross on a bad hair day! i need a major shape up or haircut!
1	la lakers baby! all day.recognize!
0	i can not get home
1	:nagato,leader of the akatsuki has given up over naruto! he belives in what jiraiya said about faith and peace.m
0	is chillen. wishes she was in nashville
0	just read about susan boyle beeing in hospital thinking about the risks of formats like this dragging ordinary people into the spotlight
0	eyes are still yucky.now my lids are flaking
1	just wanna ask are you at the ai on the finals night! i didnt notice you, lol. god speed ^__________^ pls reply soon.
1	heh. why are we talking here! anyway hopefully end of this month or early july! must plan la. haven not really planned yet
0	not wanting to take the little trip today by myself.
0	this book is sad.
1	#hoppusday is today
1	oh man.at least u get to tweet us and working sat or sun is grind! cause i ain not doing it. lol
0	i hate it! he is mad at me again!
1	- haha i like that. the bible on dvd! lmfao true though
0	everytime i try to look at your blog it says 'operation aborted' and than it kicks me out
0	too bad nambu is not available for any of the windows platforms
1	i get told i look like justin from at least 3 times a day. and thats not a bad thing
0	just woke up and start learning
1	i would think! (i would also hope!) gotta get those road signs fixed! write your fantastic congressman!
1	photo: do it
1	hey, lazy bones
1	just with dane withing tv
0	i hate sunburn, its nipping
0	pahahaha i know! now i must go to a dance show
0	watching conan, it is funny but different
0	have they found air france flight 447! my prayers goes to the victims and their families. i still hope some people survives.
0	yikes, i need to learn how to actually whisper when i mean to. how embarrassing.
0	no still wont have it bloody thing sorry will try again later
1	i love people with trampolines.
0	at graduation. i can not see anything or hear anything!1
1	: e th!y blog ss k�a
1	about time! e.
1	night at the museum was awesome the weather is so bloody hot
0	ur so awesome demi. i wish u would reply but i no ur so busy. wish i could meet u
1	lol! im ordering it right now omg thank u!
0	well i am drinking merlot and having a wine party by myself
0	thanx aaron i am hungry now
0	believe me i have searched, its not donnie singing, and its not the same
1	rhythmic feedback nosie from electrodes. not vibrators
1	with on our way to brigade 3234. checking venue for photojourno gathering!
0	i am not ready for it to be 90 degrees
0	rain ing
1	i already got my tickets to your concert here in the philippines! im so excited!
0	hanging on in there until mri tomorrow
0	is at work 8-12 today. stuck in a room with no windows and its so nice out!
0	oh the delightful morning garlic breath on train! my sensitive nose is both a blessing and a curse!
1	hey adam, ur doin pretty well. number 7 now! i�ll keep on voting for ya.
0	that is just horrible, i mit suicide if that happened to my iphone
0	where did stephen colbert is hair go! oh dear, he doesn not look as handsome
1	the hangover.
1	ok it works now still might be an issue with your plugins, so enable them 1 by 1 and test.but you can post now!
1	im only happy when it rains. stopping to pick up a venti london fog b4 work today.
1	i remember you.
0	dangit, i wanna watch it to
1	hi i love gets me thru everything! youre such an inspiration! dk what id do without youuu!
1	lol thanks haha i didnt even know they had twitter pages haha
0	off to jitsu. hope its an easy session. love jitsu, not so keen on the leopard skin afterwards
0	despite not really being into snsd, the preview for 소연�!� �!해 �! sounds awesome. also, sunny needs to stop being so hot. i covet her haaair
1	haha, awesome! and, clearly, only trinity is awesome enough to have access to it!
1	yeh thats fine, my mums making me go but :| when/where you wanna meet! and are we having an asda rave!
1	btdgoszcz smooth festival 2009 - macy gray is amazing singer, what a voice! wanna listen to her all day long
0	kind of sleepy, but i can not fall asleep. i am hungry.
0	microsoft press conference sucks. have to wait till tomorrow for sony
1	yeah i know im funny
1	i had fun last night. im just waking up. my eyes burn.btw.happy bday lil sis she is 7 !
1	solution: don not take your money or cards into the mall with you
0	im sad too. i have so much i wanted to say about your recent posts! gotta wait til tonight i guess.
0	u pulled out of the twitter thingy .
1	you are correct. leopard fast. i stand corrected.
0	no i didn not lol.i am asking.i haven not eaten real food in mad long.darn dentist smh
1	i can sleep in peace!
0	ok now im sad but whats new lol life goes on with or without my approval
0	just wants him, is that too much to ask! should go to bed soon. sorry if this wakes you lauren :p
0	picking william up from school at 15:45, then off to eastbourne to get him new trainers and tshirts. more money!
0	is super gutted she cant even do her hair cause of this stupid powercut!
0	your picture didn not work
1	seeing the family tomorrow in t-town! fun times.
1	#myweakness kyle patrick i always tend to smile when i see him!
1	shoot me that link when you upload senn
0	twitting with cecilia, crying all the time.
0	aw ok! it was good seein you.
0	i hate that i let people ruin good things bed
0	sorry for the noise guys, just can not figure out why he is nothing getting the logic
1	i have defeated him, twice
0	oooow 4 throat ulcers. never felt pain like it. i would rather get covered in more ink
1	mented something on your album post. ment back because i am really confused. thank you
0	is heading to bed! what a bad day today was hopefully tomorrow will be better!
0	it is not. i am not. i wish i were.
0	has little patience today.she would rather be outside than working
0	was i invited!.nooooo
1	mood : exuberant &amp; excited
1	look this picture i made for you . . good luckk in new moon .
1	i bet #ammar404 is planning a meeting next week to put together a contingency plan in case #twitter es too dangerous
0	wish you could# have been there, hun
1	lol not a problem! scorpio eh! lol.should have known.that explains so much when is your bday!
1	don not know what you have just said but i like ljiljana too song 'ashun daje mori' is my fav.
1	coolio we will chill for sure
1	haha not fully a tourist i am gonna meet up with some mates up there and my aunties giving me the key too the house
1	o shit. what u waiting for aint nothin to it but to do it.
0	omg, u guys are crazy, i don not have the kids today. but i feel sad, so i am just gonna go to bed
0	thinks failing sucks, especially in medicine
0	the weather report for chills and rain was so wrong this morning, i am inappropriately shrouded in a black sweater on this sunny day
1	i vote for a july 4th party at your pad - always
0	just got home. saw drag me to hell tonight. so freaking scary. i am gonna have nightmares. i miss her so much and love her.
1	okay. something tells me i need to call it a night, bring it down. night night. starry stars.
0	she said &quot; i dont wanna be a big kid bc i will miss u&quot;
1	glad to see u been successful @ wat u luv doin. much success to u. stay focused- i told u time is patience
1	phones dying. and tatianas spending the night
0	i pity my sweetie for doing household chores.i wish i was there to help him. i am missing him so much!
1	lol.why u hating! i can do a lil sumthin sumthin in the kitchen
0	ahhh! super stressed. work sucks, and now my dog is sick! i hope she gets better
0	wishing i was partying at the rodeo instead of lying down at home healing my potentially broken legs
0	ali i miss you too! we were supposed to do girl bonding and that never happened!
0	*pouts* what did i do!
1	- hahah fantastic! that girl over there is looking badly at you
0	i am sorry baby can not believe it is so expensive. fahckin pets cost too much! i love you though baby. alot!xxxx
1	eek yes that would be wonderful!
0	movies over ;) now back to writing.uhh.trying it write lol
0	*hurt* u didn not say good morning to me
1	i love my drinkin partners
0	what a lame birthday present, car. looking at you, car.
1	i thought you are a vegan as ur picture
0	last journalism event foe is = saturday morning science and it is about bugs. yay my favorite
0	oh no chic
1	yep. we all have. though we moved it to it is own machine recently which _really_ helped. flying now
1	thats nice, its so hot here, im in the garden with son, daughters e home from school, so where all lazyin about
1	i deserve it - i was bored. it was an experiment. it worked though
1	excited with my &quot;pasalubongs!&quot;
0	hehe, yeah i guess that is the thing about enjoying your work. it is a rather fine line between work and play.
1	oooo i havent seen the frunk tweets from yesterday! will check the out
1	is excited because he just found out ryan and annie ing to creation
1	found an apartment in the coolest possible place ever
1	i knew we would get may gray weather don not mind it at all. good luck dodgers, happy mother is day mom and to everyone who is a mom.
0	life sucks. after a hard drive crash.
1	should have just put ice-cream and whipped cream on it and made the most of it
1	*is not tweeting about said relationships*
1	little flying studying. just my 1st day but its tough getting back into it, remembered why i took a break i love u, sweet gong b, mom xox
1	you are on a hunger strike, for the ones that wont make it for dinner! your the last of the *not* american girls
0	awww, i hope things get better for you
1	- a minister from africa at the conference where i spoke this morning. excited about ptcl.
0	last night in la it is been goood
1	attachements, accept them, incorporate them, and over time any attachment can be dealt with. hmmm, time to quit smoking i guess
1	stop! stop! no, i will never follow you! i twitter way up here and you are way down there! (compliments of new york twitterwives.)
0	can not find my celine albums to put on my ipod
1	yay! i am so happy to find mitchell &amp; ness magic johnson jersey! in time for grad&amp;dad day!
0	why does michael have so few votes! i almost feel like i should register just to vote for him.
1	maybe. i just got up within the hour, as well.
1	.smh. girl! lol
0	vikisaurus isn not going to the picnic.
0	uhhhh! i have a dentist apointment
1	i loved up sooo much i had to see it a second time
0	i can tell i will be sick today ugh
1	@ jillrenae2782 you have been on twitter for about a minute &amp; already you are having an identity crisis!
0	yes! finaly i found u baby! =d whatever i dont konw how u cna read my messengers!
0	no! hope all is well with you and your family. i dont want ypu to leave ny i am a be devastated
1	of course we do! i am really excited for an album haha and cant wait for tourr.
1	me geia me geia! oraiotato to grafeio sou! theloume kai photo imeras me ti thea apo to parathiro
0	good morning everyone! looks like i have a long day ahead of me.and it is not looking too good already. i am late
0	wtf im always hungry lately sigh going to lay down. watching trutv
1	o link não ta dando.me add no orkut e me manda scrapp.
0	iamdownloader. is already taken
1	e on now. you need to update!. luv ya
1	late night peanutbutter&amp;jelly sw snack w/ - making more memories 4 ol' time sake nite nite t-friends
1	had a brill night out with the girls - met terry christian at tv21! he was really lovely. home to berocca and toast
0	got the call. economy strikes again. job hunt here e.
0	i am soooooooo bored why did i wake up early whyyyyyyyyyyyy
0	hmmm. my twitted client seems all aflutter. not getting updates
1	playing dnd with my good friends. i love my paladin and griffin mount.
1	say happy birthday to mom from me
0	oh you should tell my dad to let me &amp; my sister go to england and see you guys this summer too. he wont let us.
0	have been working since 4:30 this morning. am already tired.
0	i got mine too! yeah. calendar is the same. i was actually really looking forward to the mms. damn.
1	overslept this morning. i get to sleep in tomorrow. w00t!
0	sadly,those are out of stock.
0	traffic on the 57
1	a merry monday morning to all
1	accounting standards 'need simplifying' - a simplified accounting exam would be nice!
1	hi 9h in paris, started gravity - will keep it open and check at the end of the day
0	swear my stress levels are way too high, might have a stroke/heart attack/epilectic fit/death soon.
1	my favorite part of building ikea furniture is lining up all the little pieces
1	i should have known you would be here.
1	yeap cause we love you
1	shout back! lol
0	watching &quot;you can not handle the truth!&quot; lol i need motivation.still studying for law finals
0	- well, hope i didn not wake you.
1	when people insisted on being annoying! lol
0	i was hoping they would provide a build of chrome for os x ppc
0	morning twitter
1	i so agree i admire anyone who isn not afraid to ask for strength from others &amp; positive connotations. we are all in it together
1	i am gonna lay around and watch movies for the remainder of the day.
1	finished (finally!) with shafer work
1	- ahh, he´s so damn cute.
0	just woke up got a bnging headache want to sleep but got to stay up
1	sooo.i hate when i wake up in the middle of the night with the hiccups. was i dreaming abt. belching contests!!!
0	ohh i left around 9 because it was kind of failing and nothing was happening and i wanted food. and was too tired e back.
1	says sa mga mag gf - bf na nag aaway make piece not war
0	omd. i saw the vid! waay scarier than saw 5. haha. poor lads.
0	i don not have much of a life either
0	cant follow cherrios
1	your fat head
0	sold one of our puppies
1	planted some trees today physically &amp; had chance to plant some spiritual seed too! guess home depot was the place to have a little church
0	been raining here
1	np, i didn not watch any movie cus i was so tired haha. thanks! where do you work!
1	finally feeling no effect from virusy thing but neighbours woke me up with awful music. i retaliated. electric guitars are great!
0	i wanna be the best too!
0	i am sorry i don not understand your ment
1	you should visit sometime though mi casa. ;)
1	- the view from my granda is hostipal room . i was sitting on a windown leg
1	wow, good job sjms cast! elazteca was the best! hope lils big sis feels better.lol
0	abercrombie and fitch shirt sleeves are always too long.
0	the house on sidney island was waaaaay to quiet without max is raspy breathing
1	ah, livin the life and what a sweet life it is
0	got sick yesterdayy stayed home today &amp; got work at 5.
0	covered in vick is, trying to sleep, allergies are terrible. night.
1	i shall weewa.
0	well, i am glad i am not the only one! mine is so bad i am having to resort to pulling out the old hairband disguises.
1	i am in my happy place i am watching one of my faves- jersey boys!
1	(love it, hate it, but tell me about it.) leave a message on my wall, kiddies. do.
1	yay my boooook &amp; movie came today !
1	oh. was hoping for better but at least they are together and there is potential for a good points haul tomorrow. thanks again #f1
1	i dig your background image.
1	angry because someone hit my car and ran while i was working today! a black car! ill find you hahaha jk but how fucking rude!
0	i would but the rspb would be on me case i wanna just get a big hungry cat or somethin. even with double glazin i hear 'em.
1	thanks so much for trying to help out
1	awesome a friend of mine did that too a few yrs ago
0	btw: kinda hating like bc i broke out and i look muy horrible hahaa. seriously.
0	no wonder you don not have time to email me or call me u gonna make time for the reunion! the girls and i are! love ya,!
0	this weather is ridiculous.when will the summer start!
1	- hey, lenny, we are waiting you in bulgaria again soon! the concert last year was. omg!
1	though i am not close to you but cheerup
0	haha! it looks like there is nothing really new on the canadian dvd or else i would have capped it for you
1	yeh i can tell cant wait to go internationally.
1	what a lovelyy day
0	in henley for henley women is regatta. manic depressive weather. on my laptop, writing essays before i leave for the us.
0	i envy you, i have been at work since 3 this morning and still got another 4 hours and the weather is great
0	i wanted to join the demi one, but you have to be over 18 if you live outside the us.
